Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp,Start_Year
Bruna Vilamala,es ESP,MF,Barcelona,20-187,2002.0,1,0,20,0,1,0,0,0,0,0,0.3,0.3,0.6,ae510b79,15f49df1,3.0,1.0,0.0,0.0,21.4,0.0,0.09,-0.3,-0.3,13,17.0,245.0,92.0,0.5,0.4,2.0,1.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,23.0,0.0,2.0,10.0,11.0,1.0,23.0,1.0,1.0,0.0,2.0,15.0,3.0,20.0,,0,1,20.0,2.0,3.0,2.0,0.0,2.0,5.38,1.2,0.0,1.2,3.08,0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,2019.0
Sandra Villafañe,,DF,Madrid CFF,17-081,2005.0,2,2,180,0,0,0,0,0,0,0,0.2,0.2,0.0,1a1687d2,89818574,1.0,0.0,0.0,,9.4,0.0,0.23,-0.2,-0.2,68,96.0,1310.0,660.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,6.0,2.0,0.0,4.0,4.0,0.0,3.0,2.0,1.0,4.0,12.0,5.0,0.0,120.0,8.0,67.0,53.0,2.0,1.0,120.0,0.0,0.0,3.0,0.0,52.0,0.0,90.0,90.0,2,0,,4.0,3.0,4.0,1.0,3.0,1.06,3.1,1.9,1.2,0.07,0,3.0,1.0,0.0,0.0,6.0,0.0,0.0,0,11.0,3.0,0.0,0.0,2020.0
Keira Walsh,eng ENG,MF,Barcelona,25-244,1997.0,11,8,670,0,0,0,0,0,0,0,0.0,0.0,0.4,ca934b6b,15f49df1,0.0,0.0,,,,0.0,,0.0,0.0,389,436.0,6255.0,2001.0,0.5,-0.4,4.0,37.0,3.0,0.0,33.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,3.0,9.0,0.0,5.0,7.0,2.0,7.0,1.0,6.0,3.0,15.0,3.0,0.0,476.0,7.0,93.0,327.0,58.0,2.0,476.0,0.0,3.0,5.0,10.0,376.0,12.0,61.0,76.0,3,3,20.0,,3.0,30.0,2.0,28.0,0.1,20.2,4.7,15.4,-1.0,0,1.0,3.0,0.0,2.0,7.0,0.0,0.0,0,46.0,3.0,5.0,0.0,2021.0
Caroline Weir,sct SCO,"FW,MF",Real Madrid,27-171,1995.0,9,9,726,5,5,5,0,0,1,0,2.5,2.5,3.3,b30c8ad2,54582b93,15.0,8.0,0.33,0.63,19.0,1.0,0.16,2.5,2.5,288,364.0,4451.0,1044.0,2.4,1.7,30.0,20.0,17.0,4.0,31.0,43.0,34.0,4.0,0.0,1.0,2.0,2.0,7.0,4.0,1.0,0.0,1.0,0.0,1.0,5.0,3.0,2.0,1.0,2.0,1.0,4.0,3.0,7.0,1.0,6.0,5.0,10.0,1.0,0.0,436.0,2.0,30.0,185.0,225.0,33.0,436.0,17.0,24.0,19.0,18.0,337.0,67.0,81.0,81.0,5,0,,,2.67,21.0,6.0,15.0,-1.24,12.7,8.6,4.1,-0.52,0,5.0,9.0,2.0,29.0,3.0,0.0,0.0,0,45.0,5.0,6.0,0.0,2020.0
Jana Xin,,GK,Alavés,19-070,2003.0,5,5,450,0,0,0,0,0,3,0,0.0,0.0,0.0,97dbd183,aa11fb42,0.0,0.0,,,,0.0,,0.0,0.0,137,209.0,3492.0,2316.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,224.0,209.0,224.0,0.0,0.0,0.0,224.0,0.0,0.0,0.0,0.0,72.0,0.0,90.0,90.0,5,0,,6.0,0.2,3.0,15.0,-12.0,-0.57,3.5,10.4,-6.9,-0.12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,1.0,0.0,0.0,2018.0
Aleksandra Zaremba,,DF,UDG Tenerife,21-292,2001.0,1,0,14,0,0,0,0,0,0,0,0.0,0.0,0.0,5f9a4271,4c088abe,0.0,0.0,,,,0.0,,0.0,0.0,9,12.0,127.0,45.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,2.0,12.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,14.0,,0,1,14.0,1.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.0,0.41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,2019.0
Claudia Zornoza,es ESP,MF,Real Madrid,32-049,1990.0,9,6,594,0,2,0,0,0,0,0,0.3,0.3,0.7,82f12690,54582b93,9.0,1.0,0.0,0.0,24.4,0.0,0.03,-0.3,-0.3,256,337.0,5248.0,1991.0,0.8,1.3,9.0,49.0,9.0,2.0,37.0,19.0,15.0,0.0,0.0,2.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,8.0,5.0,3.0,7.0,10.0,3.0,7.0,2.0,5.0,5.0,21.0,3.0,0.0,392.0,6.0,75.0,231.0,93.0,6.0,392.0,7.0,11.0,10.0,8.0,277.0,11.0,66.0,84.0,5,3,29.0,1.0,2.44,19.0,6.0,13.0,-0.38,10.5,8.5,2.0,-0.88,0,8.0,8.0,1.0,11.0,12.0,0.0,0.0,0,39.0,6.0,5.0,0.0,2019.0
Maite Zubieta,,DF,Athletic Club,18-194,2004.0,1,0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,730044e4,94929c05,0.0,0.0,,,,0.0,,0.0,0.0,2,6.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,,0,1,3.0,,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,-0.6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2021.0
Alsu Abdullina,ru RUS,FW,Chelsea,21-241,2001.0,1,0,16,0,1,0,0,0,0,0,0.0,0.0,0.1,498165bd,a6a4e67d,0.0,0.0,,,,0.0,,0.0,0.0,0,14.0,171.0,87.0,0.1,0.9,2.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,16.0,0.0,1.0,6.0,9.0,1.0,16.0,0.0,0.0,0.0,2.0,15.0,4.0,16.0,,0,1,16.0,4.0,3.0,2.0,0.0,2.0,8.98,1.1,0.0,1.1,5.0,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0,1.0,0.0,0.0,12.0,2021.0
Michelle Agyemang,eng ENG,FW,Arsenal,16-308,2006.0,2,0,15,0,0,0,0,0,0,0,0.0,0.0,0.0,1203e2c8,411b1108,0.0,0.0,,,,0.0,,0.0,0.0,0,2.0,30.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,4.0,2.0,8.0,,0,2,8.0,4.0,1.5,0.0,0.0,0.0,-2.17,0.1,0.0,0.1,-0.93,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,2024.0
Asmita Ale,eng ENG,"DF,MF",Tottenham,21-035,2001.0,7,6,535,0,1,0,0,0,0,0,0.1,0.1,0.1,9b894b48,e8e4577c,1.0,0.0,0.0,,18.0,0.0,0.09,-0.1,-0.1,0,301.0,3785.0,1588.0,0.2,0.9,4.0,17.0,2.0,0.0,18.0,9.0,5.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,12.0,8.0,1.0,7.0,13.0,6.0,5.0,1.0,4.0,16.0,37.0,14.0,0.0,362.0,20.0,131.0,163.0,72.0,5.0,362.0,0.0,2.0,11.0,3.0,174.0,9.0,76.0,86.0,5,1,17.0,0.0,1.29,11.0,8.0,3.0,4.29,5.8,5.6,0.2,0.89,0,4.0,0.0,0.0,5.0,19.0,0.0,0.0,0,46.0,1.0,2.0,238.0,2018.0
Laia Aleixandri,es ESP,"DF,MF",Manchester City,22-105,2000.0,8,8,679,0,0,0,0,0,0,0,0.5,0.5,0.1,31691fc9,9ce68f8a,4.0,1.0,0.0,0.0,9.2,0.0,0.13,-0.5,-0.5,0,596.0,10988.0,4685.0,0.3,-0.1,3.0,57.0,2.0,0.0,44.0,11.0,9.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,5.0,1.0,4.0,11.0,14.0,8.0,0.0,637.0,34.0,265.0,342.0,32.0,8.0,637.0,0.0,1.0,6.0,3.0,499.0,5.0,85.0,85.0,5,0,,0.0,2.25,18.0,9.0,9.0,-3.2,15.4,5.5,9.9,0.2,0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,0,65.0,6.0,5.0,543.0,2021.0
Filippa Angeldal,se SWE,MF,Manchester City,25-147,1997.0,4,1,111,0,0,0,0,0,0,0,0.7,0.7,0.3,71c3bd53,9ce68f8a,3.0,0.0,0.0,,9.6,0.0,0.23,-0.7,-0.7,0,64.0,958.0,256.0,0.2,-0.3,4.0,9.0,2.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,71.0,0.0,8.0,38.0,25.0,3.0,71.0,0.0,0.0,1.0,1.0,59.0,3.0,28.0,45.0,0,3,22.0,4.0,2.25,2.0,3.0,-1.0,-2.58,2.7,1.3,1.4,-0.22,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,7.0,0.0,0.0,55.0,2018.0
Mackenzie Arnold,au AUS,GK,West Ham,28-286,1994.0,7,7,619,0,0,0,0,0,1,0,0.0,0.0,0.0,30f6344f,52d65cea,0.0,0.0,,,,0.0,,0.0,0.0,0,277.0,4556.0,3616.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,295.0,259.0,290.0,5.0,0.0,0.0,295.0,0.0,0.0,0.0,0.0,80.0,0.0,88.0,88.0,6,0,,0.0,1.71,8.0,9.0,-1.0,1.74,4.6,10.7,-6.1,0.82,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,6.0,2.0,0.0,148.0,2018.0
Viviane Asseyi,fr FRA,FW,West Ham,29-018,1993.0,9,9,795,4,2,4,0,0,1,0,2.5,2.5,0.5,80d991d9,52d65cea,19.0,5.0,0.21,0.8,15.1,3.0,0.13,1.5,1.5,0,150.0,1738.0,307.0,0.2,1.5,5.0,5.0,1.0,0.0,7.0,11.0,7.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,1.0,5.0,2.0,1.0,4.0,3.0,13.0,1.0,12.0,3.0,11.0,5.0,0.0,224.0,6.0,26.0,109.0,89.0,18.0,224.0,1.0,5.0,14.0,20.0,154.0,27.0,88.0,88.0,7,0,,0.0,1.33,13.0,18.0,-5.0,-0.57,7.0,16.6,-9.6,-0.29,0,23.0,17.0,8.0,7.0,6.0,0.0,0.0,0,28.0,8.0,7.0,104.0,2019.0
Izzy Atkinson,ie IRL,FW,West Ham,21-144,2001.0,7,1,177,1,0,1,0,0,0,0,0.2,0.2,0.0,02ebb157,52d65cea,2.0,1.0,0.5,1.0,16.3,0.0,0.21,0.8,0.8,0,33.0,256.0,110.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,6.0,1.0,0.0,54.0,1.0,13.0,25.0,18.0,3.0,54.0,1.0,4.0,7.0,0.0,25.0,4.0,25.0,31.0,0,6,24.0,2.0,1.29,4.0,6.0,-2.0,-0.59,1.4,5.0,-3.6,-1.43,0,5.0,1.0,0.0,1.0,4.0,0.0,0.0,0,4.0,1.0,0.0,19.0,2021.0
Rosella Ayane,ma MAR,"FW,MF",Tottenham,26-267,1996.0,4,2,132,0,0,0,0,0,0,0,0.1,0.1,0.0,41548209,e8e4577c,4.0,0.0,0.0,,23.0,0.0,0.03,-0.1,-0.1,0,42.0,374.0,98.0,0.1,0.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,55.0,1.0,8.0,18.0,29.0,4.0,55.0,0.0,1.0,3.0,6.0,47.0,10.0,33.0,45.0,0,2,21.0,0.0,1.5,1.0,1.0,0.0,0.18,1.5,2.2,-0.8,-0.52,0,4.0,1.0,3.0,1.0,1.0,0.0,0.0,0,5.0,1.0,0.0,27.0,2018.0
Ava Baker,eng ENG,FW,Leicester City WFC,16-333,2006.0,3,1,76,0,0,0,0,0,0,0,0.0,0.0,0.0,75cae050,23bce84e,0.0,0.0,,,,0.0,,0.0,0.0,0,21.0,158.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,14.0,12.0,1.0,26.0,0.0,0.0,3.0,3.0,17.0,4.0,,,0,0,,8.0,,,,,,,,,,0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0,3.0,0.0,1.0,10.0,2021.0
Libby Bance,eng ENG,MF,Brighton,19-138,2003.0,7,4,275,0,0,0,0,0,0,0,0.1,0.1,0.1,e50f3e03,fa2752bc,1.0,0.0,0.0,,9.7,0.0,0.11,-0.1,-0.1,0,70.0,914.0,225.0,0.0,-0.1,1.0,3.0,1.0,0.0,3.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,4.0,7.0,3.0,0.0,90.0,5.0,25.0,49.0,19.0,1.0,90.0,1.0,2.0,7.0,6.0,51.0,0.0,25.0,45.0,0,2,16.0,4.0,0.0,0.0,7.0,-7.0,-6.33,0.1,2.7,-2.5,-2.21,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0,20.0,2.0,2.0,54.0,2020.0
Molly Bartrip,eng ENG,DF,Tottenham,26-190,1996.0,7,7,610,1,1,1,0,0,0,0,0.1,0.1,0.0,a6f1d507,e8e4577c,2.0,1.0,0.5,1.0,20.2,0.0,0.03,0.9,0.9,0,308.0,5040.0,1743.0,0.0,1.0,1.0,6.0,0.0,0.0,6.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,6.0,6.0,4.0,1.0,4.0,4.0,0.0,5.0,2.0,3.0,12.0,23.0,30.0,0.0,368.0,58.0,241.0,116.0,12.0,1.0,368.0,0.0,1.0,0.0,2.0,228.0,2.0,39.0,65.0,1,3,6.0,1.0,1.0,3.0,8.0,-5.0,0.99,3.9,7.7,-3.8,-0.74,0,2.0,2.0,0.0,2.0,6.0,0.0,0.0,0,28.0,3.0,5.0,257.0,2021.0
Ona Batlle,es ESP,DF,Manchester Utd,23-181,1999.0,5,5,449,1,4,1,0,0,0,0,0.2,0.2,1.5,2a2d32f9,0bbd83f6,5.0,1.0,0.2,1.0,21.7,0.0,0.04,0.8,0.8,0,352.0,4515.0,1840.0,0.9,2.5,12.0,26.0,12.0,4.0,32.0,17.0,16.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,3.0,5.0,3.0,7.0,8.0,1.0,11.0,5.0,6.0,12.0,23.0,7.0,0.0,398.0,17.0,101.0,186.0,116.0,11.0,398.0,8.0,11.0,7.0,3.0,241.0,15.0,87.0,87.0,6,0,,0.0,1.29,10.0,12.0,-2.0,-4.8,5.8,6.1,-0.3,1.79,0,3.0,7.0,0.0,20.0,8.0,0.0,0.0,0,32.0,2.0,3.0,274.0,2018.0
Jennifer Beattie,sct SCO,DF,Arsenal,31-209,1991.0,5,1,100,0,0,0,0,0,0,0,0.3,0.3,0.1,bd8b51ce,411b1108,4.0,0.0,0.0,,15.6,0.0,0.07,-0.3,-0.3,0,85.0,1546.0,514.0,0.0,-0.1,1.0,6.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,91.0,8.0,53.0,33.0,5.0,4.0,91.0,0.0,0.0,0.0,0.0,72.0,0.0,90.0,90.0,4,0,,0.0,3.0,18.0,2.0,16.0,2.54,8.1,2.2,5.9,1.15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,3.0,1.0,67.0,2021.0
Agnes Beever-Jones,eng ENG,FW,Everton,19-134,2003.0,5,3,253,0,0,0,0,0,0,0,,,,f183e0c7,c4989550,9.0,5.0,0.0,0.0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,20.0,68.0,0,4,8.0,3.0,2.4,1.0,0.0,1.0,-1.42,2.7,0.7,2.0,0.59,0,1.0,6.0,1.0,2.0,5.0,,,0,,,,,2020.0
Hanna Bennison,se SWE,"MF,FW",Everton,20-053,2002.0,8,6,450,1,0,1,0,0,0,0,0.5,0.5,0.2,0ce72873,c4989550,5.0,1.0,0.2,1.0,21.2,0.0,0.1,0.5,0.5,0,151.0,2009.0,587.0,0.6,-0.2,6.0,9.0,6.0,0.0,16.0,9.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,2.0,0.0,2.0,1.0,3.0,1.0,0.0,171.0,4.0,23.0,96.0,54.0,4.0,171.0,1.0,1.0,8.0,11.0,134.0,20.0,51.0,64.0,0,2,31.0,0.0,0.6,0.0,4.0,-4.0,-1.62,,,,,0,3.0,7.0,0.0,5.0,1.0,0.0,0.0,0,17.0,1.0,2.0,115.0,2018.0
Ann-Katrin Berger,de GER,GK,Chelsea,32-060,1990.0,8,8,720,0,0,0,0,0,0,0,0.0,0.0,0.0,be9f3298,a6a4e67d,0.0,0.0,,,,0.0,,0.0,0.0,0,326.0,7518.0,5334.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,305.0,331.0,2.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,214.0,0.0,56.0,65.0,0,2,29.0,0.0,1.13,5.0,7.0,-2.0,-0.07,3.3,10.3,-7.0,-1.48,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,14.0,5.0,0.0,294.0,2019.0
Nathalie Björn,se SWE,"MF,DF",Everton,25-218,1997.0,8,8,689,0,1,0,0,0,4,0,0.1,0.1,0.4,ee84c793,c4989550,1.0,0.0,0.0,,12.9,0.0,0.07,-0.1,-0.1,0,441.0,6933.0,1955.0,0.5,0.6,4.0,34.0,6.0,0.0,28.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,19.0,14.0,11.0,8.0,0.0,2.0,6.0,4.0,14.0,5.0,9.0,15.0,34.0,13.0,0.0,502.0,31.0,196.0,259.0,52.0,4.0,502.0,3.0,3.0,5.0,4.0,340.0,3.0,90.0,90.0,8,0,,1.0,3.0,27.0,4.0,23.0,3.87,16.5,4.7,11.8,2.17,0,11.0,8.0,0.0,1.0,14.0,0.0,0.0,0,46.0,7.0,5.0,362.0,2020.0
Stina Blackstenius,se SWE,FW,Arsenal,26-306,1996.0,8,7,568,4,0,4,0,0,0,0,2.7,2.7,0.5,c6b9e97f,411b1108,23.0,9.0,0.17,0.44,14.8,0.0,0.12,1.3,1.3,0,132.0,1299.0,209.0,0.6,-0.5,8.0,4.0,7.0,0.0,9.0,14.0,11.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,189.0,1.0,9.0,56.0,124.0,33.0,189.0,3.0,5.0,19.0,8.0,142.0,40.0,86.0,86.0,6,0,,0.0,1.13,7.0,9.0,-2.0,2.64,5.0,11.7,-6.6,-0.59,0,4.0,5.0,8.0,4.0,1.0,0.0,0.0,0,24.0,2.0,3.0,85.0,2021.0
Julie Blakstad,no NOR,FW,Manchester City,21-103,2001.0,6,2,210,2,1,2,0,0,0,0,2.3,2.3,0.3,40e22487,9ce68f8a,9.0,2.0,0.22,1.0,12.5,0.0,0.25,-0.3,-0.3,0,102.0,1213.0,265.0,0.4,0.7,5.0,6.0,3.0,0.0,7.0,9.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,7.0,1.0,5.0,1.0,0.0,130.0,0.0,9.0,47.0,76.0,17.0,130.0,1.0,5.0,8.0,3.0,96.0,22.0,71.0,78.0,2,1,22.0,0.0,2.63,16.0,4.0,12.0,-1.06,11.7,4.6,7.1,-0.79,0,4.0,2.0,2.0,6.0,4.0,0.0,0.0,0,15.0,3.0,2.0,74.0,2018.0
Laura Blindkilde,eng ENG,MF,Aston Villa,19-090,2003.0,8,8,614,0,0,0,0,0,1,0,0.2,0.2,0.2,c203fd8a,53157aa8,3.0,0.0,0.0,,21.0,0.0,0.08,-0.2,-0.2,0,188.0,2565.0,656.0,0.3,-0.2,5.0,16.0,3.0,0.0,15.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,2.0,9.0,0.0,4.0,10.0,6.0,2.0,0.0,2.0,4.0,15.0,2.0,0.0,232.0,5.0,35.0,133.0,66.0,7.0,232.0,5.0,10.0,12.0,11.0,176.0,21.0,35.0,90.0,2,4,8.0,2.0,2.5,6.0,2.0,4.0,0.48,7.0,1.4,5.6,1.53,0,3.0,5.0,1.0,2.0,8.0,0.0,0.0,0,34.0,1.0,3.0,147.0,2021.0
Hannah Blundell,eng ENG,DF,Manchester Utd,28-197,1994.0,8,8,608,1,0,1,0,0,2,0,0.3,0.3,0.2,fe9eaddc,0bbd83f6,3.0,3.0,0.33,0.33,22.2,0.0,0.12,0.7,0.7,0,479.0,6965.0,2815.0,0.3,-0.2,3.0,33.0,4.0,2.0,30.0,10.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,6.0,4.0,1.0,7.0,8.0,1.0,9.0,1.0,8.0,13.0,24.0,8.0,0.0,536.0,14.0,185.0,259.0,98.0,7.0,536.0,4.0,8.0,11.0,2.0,362.0,12.0,77.0,77.0,2,0,,0.0,1.5,11.0,13.0,-2.0,0.56,9.6,6.5,3.1,1.23,0,2.0,6.0,0.0,6.0,8.0,0.0,0.0,0,25.0,3.0,2.0,416.0,2021.0
Missy Bo Kearns,eng ENG,"MF,FW",Liverpool,21-238,2001.0,9,5,412,1,0,1,0,0,1,0,0.6,0.6,0.4,a3ee3804,00f74a56,6.0,2.0,0.17,0.5,19.9,0.0,0.1,0.4,0.4,0,146.0,1862.0,660.0,0.5,-0.4,5.0,17.0,0.0,0.0,11.0,10.0,2.0,5.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,7.0,3.0,10.0,1.0,3.0,6.0,3.0,3.0,1.0,2.0,4.0,18.0,1.0,0.0,179.0,10.0,39.0,102.0,42.0,4.0,179.0,1.0,3.0,5.0,5.0,105.0,13.0,76.0,76.0,4,0,,0.0,2.63,21.0,4.0,17.0,1.71,9.0,3.1,5.8,0.73,0,3.0,0.0,0.0,9.0,7.0,0.0,0.0,0,30.0,2.0,8.0,104.0,2018.0
