Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,Player_id,Squad_id,Sh,SoT,G_by_Sh,G_by_SoT,Dist,FK,npxG_by_Sh,G-xG,np:G-xG,Total_Cmp,Total_Att,Total_TotDist,Total_PrgDist,xA,A-xAG,KP,LastThird,PPA,CrsPA,Prog,SCA,SCA_PassLive,SCA_PassDead,SCA_Drib,SCA_Sh,SCA_Fld,SCA_Def,GCA,GCA_PassLive,GCA_PassDead,GCA_Drib,GCA_Sh,GCA_Fld,GCA_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def3rd,Tackles_Mid3rd,Tackles_Att3rd,VsDribbles_Tkl,VsDribbles_Att,VsDribbles_Past,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl_plus_Int,Clr,Err,Touches_Touches,Touches_DefPen,Touches_Def3rd,Touches_Mid3rd,Touches_Att3rd,Touches_AttPen,Touches_Live,Dribbles_Succ,Dribbles_Att,Dribbles_Mis,Dribbles_Dis,Receiving_Rec,Receiving_Prog,Mn_by_MP,Mn_by_Start,Compl,Subs,Mn_by_Sub,unSub,TS_PPM,TS_onG,TS_onGA,TS_Diff,TS_On-Off,TS(xG)_onxG,TS(xG)_onxGA,TS(xG)_xGDiff,TS(xG)_On-Off,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerialDuels_Won,AerialDuels_Lost,Cmp,Start_Year
Sofie Svava,dk DEN,DF,Real Madrid,22-119,2000.0,9,8,701,0,2,0,0,0,1,0,0.1,0.1,1.9,c4a096ef,54582b93,4.0,1.0,0.0,0.0,27.1,0.0,0.02,-0.1,-0.1,425,548.0,7091.0,2578.0,1.9,0.1,15.0,32.0,10.0,3.0,34.0,30.0,25.0,1.0,3.0,0.0,1.0,0.0,6.0,5.0,0.0,1.0,0.0,0.0,0.0,20.0,12.0,10.0,7.0,3.0,9.0,15.0,6.0,8.0,2.0,6.0,5.0,25.0,11.0,0.0,630.0,24.0,166.0,291.0,180.0,11.0,630.0,14.0,31.0,10.0,10.0,357.0,20.0,78.0,82.0,6,1,45.0,1.0,2.44,24.0,8.0,16.0,-0.21,13.0,8.1,4.9,0.12,0,8.0,4.0,1.0,32.0,12.0,0.0,0.0,0,60.0,1.0,5.0,0.0,2019.0
Ingrid Syrstad Engen,no NOR,"MF,DF",Barcelona,24-223,1998.0,9,4,464,2,0,2,0,0,0,0,0.7,0.7,0.0,0bfd82d0,15f49df1,3.0,2.0,0.67,1.0,9.7,0.0,0.24,1.3,1.3,285,325.0,4740.0,1445.0,0.2,0.0,0.0,26.0,7.0,0.0,22.0,10.0,9.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,6.0,3.0,0.0,4.0,9.0,5.0,2.0,1.0,1.0,7.0,16.0,4.0,0.0,363.0,13.0,90.0,227.0,49.0,4.0,363.0,4.0,5.0,7.0,3.0,264.0,2.0,52.0,84.0,3,5,26.0,2.0,3.0,23.0,3.0,20.0,0.29,17.9,2.7,15.2,1.03,0,11.0,4.0,0.0,1.0,5.0,0.0,0.0,0,39.0,3.0,2.0,0.0,2019.0
Sara Tamarit,,"DF,MF",Valencia,,0.0,6,2,187,1,0,1,0,0,1,0,0.1,0.1,0.1,df53f37b,f96ff499,4.0,2.0,0.25,0.5,25.7,0.0,0.04,0.9,0.9,63,90.0,1015.0,407.0,0.0,-0.1,2.0,3.0,0.0,0.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,1.0,0.0,4.0,7.0,3.0,3.0,0.0,3.0,4.0,9.0,3.0,0.0,118.0,4.0,47.0,47.0,27.0,1.0,118.0,0.0,3.0,4.0,3.0,50.0,3.0,31.0,68.0,0,4,13.0,3.0,1.5,6.0,4.0,2.0,0.85,4.5,3.3,1.2,0.49,0,3.0,2.0,0.0,6.0,2.0,0.0,0.0,0,18.0,0.0,0.0,0.0,2018.0
Andrea Tarazona,,GK,Levante,18-262,2004.0,5,4,445,0,0,0,0,0,0,0,0.0,0.0,0.0,08fce5a6,0f4738a8,0.0,0.0,,,,0.0,,0.0,0.0,118,132.0,2778.0,1825.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,137.0,130.0,137.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,37.0,0.0,89.0,90.0,4,1,85.0,6.0,2.6,15.0,4.0,11.0,1.4,10.9,2.8,8.1,0.57,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,3.0,1.0,0.0,0.0,2018.0
Ana Tejada,es ESP,DF,Real Sociedad,20-189,2002.0,10,8,668,0,0,0,0,0,2,0,0.2,0.2,0.0,93504985,c21f25d3,5.0,2.0,0.0,0.0,15.6,0.0,0.04,-0.2,-0.2,450,519.0,9183.0,3516.0,0.1,0.0,0.0,41.0,0.0,0.0,40.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,6.0,1.0,0.0,2.0,7.0,5.0,4.0,2.0,2.0,9.0,16.0,22.0,0.0,573.0,65.0,288.0,272.0,14.0,4.0,573.0,1.0,4.0,1.0,0.0,424.0,3.0,67.0,80.0,6,2,15.0,1.0,1.6,16.0,9.0,7.0,0.1,13.7,7.9,5.8,0.22,0,9.0,1.0,0.0,1.0,3.0,0.0,0.0,0,52.0,11.0,2.0,0.0,2018.0
Ana de Teresa,,FW,Sporting Huelva,21-033,2001.0,9,6,447,1,0,1,0,0,0,0,1.2,1.2,0.4,ed9340d2,27acb0af,11.0,7.0,0.09,0.14,19.5,0.0,0.11,-0.2,-0.2,60,88.0,957.0,274.0,0.5,-0.4,6.0,6.0,4.0,1.0,6.0,8.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,1.0,3.0,2.0,4.0,0.0,4.0,0.0,3.0,1.0,0.0,132.0,2.0,6.0,66.0,62.0,8.0,132.0,0.0,2.0,12.0,6.0,77.0,16.0,50.0,64.0,0,3,21.0,1.0,0.89,4.0,9.0,-5.0,-0.01,3.8,9.8,-6.0,-0.17,0,3.0,4.0,6.0,6.0,2.0,0.0,0.0,0,22.0,3.0,6.0,0.0,2020.0
Gaëlle Thalmann,ch SUI,GK,Real Betis,36-324,1986.0,4,4,360,0,0,0,0,0,1,0,0.0,0.0,0.0,e1b3ae76,74142337,0.0,0.0,,,,0.0,,0.0,0.0,125,198.0,3676.0,2624.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,208.0,150.0,205.0,3.0,1.0,0.0,208.0,1.0,1.0,0.0,0.0,93.0,0.0,90.0,90.0,4,0,,7.0,0.75,3.0,9.0,-6.0,-0.5,2.1,6.6,-4.5,0.8,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,11.0,1.0,0.0,0.0,2018.0
Tyler Toland,ie IRL,"DF,MF",Levante,21-122,2001.0,2,0,40,0,0,0,0,0,0,0,0.0,0.0,0.0,2aa06b99,0f4738a8,0.0,0.0,,,,0.0,,0.0,0.0,33,36.0,718.0,200.0,0.1,0.0,0.0,7.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0,27.0,5.0,0.0,36.0,0.0,0.0,0.0,0.0,32.0,0.0,20.0,,0,2,20.0,9.0,3.0,3.0,0.0,3.0,5.52,2.3,0.1,2.1,3.65,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,1.0,0.0,2018.0
Sandie Toletti,fr FRA,MF,Real Madrid,27-148,1995.0,7,4,338,0,0,0,0,0,0,0,0.5,0.5,0.3,7ea4e1eb,54582b93,4.0,2.0,0.0,0.0,22.2,0.0,0.13,-0.5,-0.5,165,198.0,2750.0,916.0,0.2,-0.3,1.0,22.0,4.0,0.0,19.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,8.0,4.0,6.0,1.0,1.0,4.0,3.0,3.0,0.0,3.0,2.0,13.0,0.0,0.0,229.0,0.0,52.0,128.0,51.0,5.0,229.0,2.0,4.0,10.0,1.0,157.0,7.0,48.0,63.0,1,3,28.0,1.0,2.29,5.0,4.0,1.0,-2.94,4.1,4.2,-0.1,-1.02,0,6.0,0.0,4.0,7.0,8.0,0.0,0.0,0,27.0,3.0,5.0,0.0,2018.0
Paula Tomás,es ESP,DF,Levante,21-088,2001.0,9,8,765,0,2,0,0,0,1,0,0.3,0.3,1.3,f86c9887,0f4738a8,7.0,0.0,0.0,,20.1,0.0,0.05,-0.3,-0.3,430,557.0,6741.0,3391.0,1.6,0.7,13.0,31.0,11.0,5.0,34.0,29.0,24.0,3.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,39.0,27.0,26.0,7.0,6.0,16.0,30.0,14.0,22.0,1.0,21.0,16.0,55.0,11.0,0.0,695.0,16.0,179.0,293.0,230.0,14.0,695.0,10.0,24.0,21.0,21.0,367.0,28.0,85.0,90.0,8,1,45.0,2.0,2.11,26.0,11.0,15.0,1.36,19.4,8.3,11.1,-0.11,0,8.0,8.0,2.0,30.0,27.0,0.0,0.0,0,56.0,9.0,2.0,0.0,2021.0
Elena de Toro,,GK,Villarreal,25-311,1997.0,10,10,890,0,0,0,0,0,0,0,0.0,0.0,0.0,ac649acb,7a7bef84,0.0,0.0,,,,0.0,,0.0,0.0,163,314.0,5241.0,4243.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,13.0,1.0,351.0,265.0,349.0,2.0,0.0,0.0,351.0,1.0,1.0,1.0,0.0,105.0,0.0,89.0,89.0,9,0,,1.0,0.7,9.0,28.0,-19.0,-2.82,8.7,16.3,-7.6,-1.1,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,17.0,0.0,0.0,0.0,2019.0
Javiera Toro,cl CHI,"DF,FW",UDG Tenerife,24-230,1998.0,8,2,254,0,0,0,0,0,1,0,0.0,0.0,0.1,358f6b63,4c088abe,0.0,0.0,,,,0.0,,0.0,0.0,72,121.0,1262.0,667.0,0.1,-0.1,1.0,5.0,1.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,4.0,3.0,0.0,5.0,6.0,1.0,2.0,0.0,2.0,6.0,13.0,6.0,1.0,151.0,5.0,73.0,66.0,12.0,1.0,151.0,0.0,0.0,8.0,5.0,61.0,1.0,32.0,65.0,0,6,21.0,1.0,1.5,2.0,7.0,-5.0,-2.05,3.0,3.8,-0.8,-0.28,0,8.0,5.0,0.0,1.0,6.0,0.0,0.0,0,18.0,5.0,1.0,0.0,2020.0
Maddi Torre,,MF,Real Sociedad,26-253,1996.0,6,3,264,0,0,0,0,0,0,0,0.3,0.3,0.0,c9f131f8,c21f25d3,3.0,0.0,0.0,,23.8,0.0,0.11,-0.3,-0.3,156,189.0,2890.0,705.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,4.0,0.0,3.0,7.0,4.0,3.0,0.0,3.0,9.0,17.0,7.0,0.0,231.0,18.0,74.0,135.0,24.0,2.0,231.0,0.0,1.0,4.0,2.0,147.0,1.0,44.0,79.0,2,3,9.0,3.0,1.83,7.0,5.0,2.0,-0.31,5.1,2.8,2.3,0.09,0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,0,27.0,8.0,4.0,0.0,2019.0
Virginia Torrecilla,es ESP,"MF,FW",Atlético Madrid,28-095,1994.0,2,0,23,0,0,0,0,0,0,0,0.0,0.0,0.0,75d7ddf4,b56c2667,0.0,0.0,,,,0.0,,0.0,0.0,11,15.0,253.0,83.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,18.0,1.0,3.0,11.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,13.0,1.0,12.0,,0,2,12.0,9.0,3.0,2.0,0.0,2.0,7.27,1.2,0.0,1.2,3.66,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,2012.0
Marta Torrejón,es ESP,DF,Barcelona,32-284,1990.0,10,6,579,1,1,1,0,0,0,0,1.9,1.9,0.9,f45ad67e,15f49df1,17.0,10.0,0.06,0.1,12.8,1.0,0.12,-0.9,-0.9,396,455.0,6739.0,2635.0,1.1,0.1,10.0,42.0,6.0,3.0,44.0,21.0,15.0,0.0,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,6.0,3.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,0.0,2.0,12.0,18.0,3.0,0.0,504.0,5.0,117.0,235.0,154.0,30.0,504.0,0.0,4.0,5.0,3.0,337.0,27.0,58.0,85.0,5,4,17.0,1.0,3.0,27.0,2.0,25.0,0.38,21.1,2.8,18.3,1.09,0,2.0,2.0,0.0,15.0,3.0,0.0,0.0,0,31.0,6.0,4.0,0.0,2019.0
Helena Torres,es ESP,"FW,MF",Alhama,24-062,1998.0,11,1,255,0,0,0,0,0,2,0,0.0,0.0,0.1,a2da2320,e9fecaf2,0.0,0.0,,,,0.0,,0.0,0.0,27,74.0,508.0,218.0,0.2,-0.1,2.0,6.0,3.0,0.0,6.0,5.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,7.0,2.0,0.0,101.0,3.0,9.0,61.0,35.0,6.0,101.0,2.0,5.0,13.0,9.0,70.0,5.0,23.0,45.0,0,10,21.0,,0.27,1.0,11.0,-10.0,-2.67,1.5,6.7,-5.2,-1.45,0,9.0,4.0,1.0,7.0,3.0,0.0,0.0,0,13.0,7.0,10.0,0.0,2019.0
Anna Torroda,es ESP,MF,Valencia,22-321,2000.0,11,10,902,1,0,1,0,0,2,0,0.4,0.4,0.8,0db7b252,f96ff499,9.0,1.0,0.11,1.0,25.1,4.0,0.05,0.6,0.6,359,508.0,6086.0,2650.0,0.8,-0.8,11.0,46.0,2.0,0.0,38.0,30.0,17.0,11.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,23.0,16.0,9.0,11.0,3.0,7.0,12.0,5.0,12.0,1.0,11.0,7.0,30.0,12.0,0.0,595.0,16.0,172.0,308.0,120.0,5.0,595.0,3.0,9.0,9.0,14.0,328.0,7.0,82.0,87.0,7,1,30.0,,1.36,13.0,8.0,5.0,2.54,12.9,11.1,1.7,-0.03,0,8.0,3.0,0.0,33.0,16.0,0.0,0.0,0,76.0,10.0,7.0,0.0,2020.0
Paola Ulloa,,GK,Madrid CFF,25-347,1996.0,10,10,900,0,0,0,0,0,1,0,0.0,0.0,0.0,27c88dfc,89818574,0.0,0.0,,,,0.0,,0.0,0.0,178,217.0,4231.0,2695.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,247.0,221.0,244.0,4.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,41.0,0.0,90.0,90.0,10,0,,1.0,2.2,22.0,8.0,14.0,8.4,16.1,8.3,7.8,2.83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17.0,1.0,1.0,0.0,2021.0
Marta Unzué,es ESP,MF,Athletic Club,34-157,1988.0,11,7,674,1,0,1,0,0,1,0,0.2,0.2,0.3,32afe064,94929c05,5.0,2.0,0.2,0.5,32.3,0.0,0.03,0.8,0.8,194,294.0,3759.0,1304.0,0.2,-0.3,4.0,31.0,3.0,1.0,20.0,11.0,10.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,7.0,8.0,2.0,9.0,18.0,9.0,8.0,2.0,6.0,10.0,27.0,11.0,0.0,373.0,36.0,141.0,189.0,45.0,2.0,373.0,7.0,11.0,8.0,7.0,195.0,7.0,61.0,74.0,1,4,38.0,,1.18,10.0,15.0,-5.0,-0.95,5.4,10.7,-5.3,-1.22,0,6.0,7.0,0.0,7.0,9.0,0.0,0.0,0,64.0,9.0,10.0,0.0,2019.0
Mirari Uria,es ESP,"FW,MF",Real Sociedad,19-341,2003.0,8,2,240,1,0,1,0,0,0,0,1.0,1.0,0.1,322b3c10,c21f25d3,5.0,1.0,0.2,1.0,7.1,0.0,0.2,0.0,0.0,39,62.0,624.0,162.0,0.3,-0.1,1.0,4.0,1.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,4.0,4.0,8.0,4.0,0.0,0.0,0.0,2.0,7.0,3.0,0.0,94.0,2.0,10.0,33.0,51.0,14.0,94.0,2.0,10.0,7.0,4.0,65.0,18.0,30.0,74.0,0,6,16.0,3.0,1.5,10.0,3.0,7.0,2.26,7.5,3.0,4.5,1.29,0,1.0,3.0,3.0,3.0,3.0,0.0,0.0,0,11.0,7.0,2.0,0.0,2020.0
Itxaso Uriarte,,MF,Athletic Club,31-098,1991.0,11,4,408,0,0,0,0,0,1,0,0.2,0.2,0.0,2b141a84,94929c05,5.0,1.0,0.0,0.0,21.4,0.0,0.04,-0.2,-0.2,153,203.0,3202.0,819.0,0.3,0.0,0.0,22.0,1.0,0.0,11.0,10.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,4.0,3.0,1.0,4.0,12.0,8.0,6.0,2.0,4.0,20.0,28.0,7.0,0.0,259.0,20.0,83.0,148.0,28.0,4.0,259.0,1.0,2.0,8.0,2.0,132.0,5.0,37.0,69.0,1,7,19.0,,1.18,8.0,8.0,0.0,0.62,6.1,5.6,0.4,0.71,0,7.0,6.0,1.0,3.0,2.0,0.0,0.0,0,41.0,8.0,2.0,0.0,2021.0
Naroa Uriarte,,"DF,FW",Athletic Club,21-306,2001.0,3,1,123,0,0,0,0,0,1,0,0.1,0.1,0.0,1e4610b4,94929c05,1.0,0.0,0.0,,8.6,0.0,0.09,-0.1,-0.1,55,74.0,1101.0,547.0,0.0,0.0,0.0,5.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,3.0,4.0,0.0,87.0,6.0,48.0,38.0,2.0,1.0,87.0,2.0,2.0,2.0,0.0,58.0,0.0,41.0,87.0,0,2,18.0,,1.0,2.0,2.0,0.0,0.42,1.7,2.1,-0.3,0.08,0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,10.0,2.0,1.0,0.0,2019.0
Irina Uribe,,"FW,MF",Levante Planas,24-132,1998.0,10,8,793,4,1,4,0,0,0,0,2.3,2.3,1.5,449cc744,753b93a5,15.0,7.0,0.27,0.57,17.4,2.0,0.15,1.7,1.7,85,170.0,1703.0,547.0,1.6,-0.5,11.0,9.0,7.0,2.0,15.0,24.0,13.0,5.0,2.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,4.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,4.0,11.0,0.0,0.0,268.0,1.0,28.0,109.0,137.0,31.0,268.0,14.0,34.0,34.0,22.0,158.0,54.0,79.0,88.0,7,2,45.0,,0.8,11.0,24.0,-13.0,-0.1,9.1,15.1,-6.0,1.81,0,11.0,13.0,13.0,32.0,4.0,0.0,0.0,0,32.0,0.0,3.0,0.0,2018.0
Oihane Valdezate,,DF,Athletic Club,22-242,2000.0,11,11,990,1,1,1,0,0,0,0,0.5,0.5,0.4,a3a76e5f,94929c05,5.0,2.0,0.2,0.5,11.9,0.0,0.09,0.5,0.5,361,500.0,9039.0,4088.0,0.1,0.6,5.0,38.0,1.0,0.0,31.0,9.0,8.0,0.0,0.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,12.0,10.0,2.0,14.0,17.0,48.0,0.0,592.0,95.0,379.0,206.0,11.0,7.0,592.0,0.0,0.0,5.0,2.0,362.0,1.0,90.0,90.0,11,0,,,1.18,16.0,20.0,-4.0,,11.1,14.7,-3.6,,0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0,74.0,17.0,4.0,0.0,2018.0
María Valle,,DF,Real Betis,18-024,2004.0,3,3,269,0,0,0,0,0,1,0,0.0,0.0,0.0,b325f59e,74142337,0.0,0.0,,,,0.0,,0.0,0.0,95,139.0,1902.0,565.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,0.0,0.0,3.0,3.0,4.0,2.0,2.0,9.0,13.0,10.0,0.0,172.0,11.0,88.0,78.0,7.0,0.0,172.0,0.0,1.0,0.0,1.0,92.0,0.0,90.0,90.0,2,0,,,0.33,3.0,8.0,-5.0,-0.67,1.3,6.3,-5.0,-0.07,0,4.0,3.0,0.0,0.0,3.0,0.0,1.0,0,12.0,2.0,0.0,0.0,2021.0
Manuela Vanegas,co COL,DF,Real Sociedad,22-029,2000.0,11,11,961,0,0,0,0,0,3,0,0.7,0.7,0.3,7bc9579b,c21f25d3,10.0,3.0,0.0,0.0,16.7,2.0,0.07,-0.7,-0.7,784,908.0,16501.0,6753.0,0.5,-0.3,4.0,69.0,3.0,0.0,62.0,20.0,17.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,15.0,18.0,8.0,2.0,15.0,24.0,9.0,11.0,6.0,5.0,21.0,49.0,47.0,0.0,1035.0,116.0,536.0,460.0,42.0,11.0,1035.0,2.0,3.0,6.0,3.0,718.0,6.0,87.0,87.0,9,0,,,1.73,21.0,11.0,10.0,0.94,19.5,11.8,7.8,0.66,0,15.0,4.0,1.0,4.0,15.0,0.0,0.0,0,83.0,22.0,13.0,0.0,2019.0
Jennifer Velazquez,,DF,Real Betis,18-126,2004.0,1,1,90,0,0,0,0,0,0,0,0.0,0.0,0.0,82cda6fe,74142337,0.0,0.0,,,,0.0,,0.0,0.0,42,52.0,911.0,333.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,58.0,2.0,42.0,15.0,2.0,1.0,58.0,0.0,0.0,1.0,1.0,31.0,0.0,90.0,90.0,1,0,,1.0,0.0,1.0,2.0,-1.0,0.2,0.3,1.3,-1.0,0.69,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0,11.0,0.0,0.0,0.0,2020.0
Elba Vergés Prats,fr FRA,"DF,MF",Alavés,27-045,1995.0,10,8,741,0,0,0,0,0,1,0,0.7,0.7,0.0,d5b21745,aa11fb42,4.0,2.0,0.0,0.0,9.0,0.0,0.19,-0.7,-0.7,188,268.0,3995.0,1782.0,0.0,0.0,0.0,11.0,0.0,0.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,9.0,2.0,1.0,3.0,4.0,1.0,6.0,5.0,1.0,17.0,29.0,38.0,3.0,364.0,85.0,258.0,97.0,12.0,6.0,364.0,1.0,2.0,5.0,3.0,155.0,2.0,74.0,90.0,7,2,11.0,1.0,0.5,9.0,22.0,-13.0,2.04,7.5,17.9,-10.4,0.2,0,5.0,2.0,0.0,0.0,6.0,0.0,1.0,0,40.0,7.0,7.0,0.0,2018.0
Ainhoa Vicente,es ESP,"DF,MF",Atlético Madrid,27-110,1995.0,11,8,775,0,1,0,0,0,2,0,0.1,0.1,0.6,4c5339f9,b56c2667,5.0,2.0,0.0,0.0,26.7,0.0,0.02,-0.1,-0.1,411,577.0,7135.0,3699.0,0.4,0.4,9.0,59.0,10.0,3.0,47.0,20.0,17.0,1.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,4.0,5.0,1.0,6.0,7.0,1.0,10.0,2.0,8.0,21.0,31.0,22.0,0.0,659.0,19.0,179.0,352.0,139.0,7.0,659.0,7.0,9.0,12.0,0.0,384.0,20.0,70.0,88.0,7,3,25.0,,2.09,18.0,12.0,6.0,-0.14,15.0,9.0,6.0,-1.17,0,3.0,1.0,3.0,24.0,6.0,0.0,0.0,0,53.0,3.0,4.0,0.0,2019.0
Nerea Vicente,,DF,Alhama,20-160,2002.0,9,8,571,0,0,0,0,0,0,0,0.0,0.0,0.1,ba27b13d,e9fecaf2,1.0,0.0,0.0,,21.8,0.0,0.01,0.0,0.0,124,273.0,2875.0,2006.0,0.4,-0.1,3.0,13.0,7.0,5.0,13.0,8.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,15.0,15.0,9.0,1.0,14.0,21.0,7.0,10.0,2.0,8.0,8.0,33.0,22.0,0.0,348.0,16.0,152.0,127.0,71.0,1.0,348.0,0.0,0.0,5.0,0.0,61.0,1.0,63.0,70.0,1,1,13.0,2.0,0.33,2.0,12.0,-10.0,-0.07,4.8,9.2,-4.4,0.17,0,3.0,3.0,0.0,15.0,15.0,0.0,0.0,0,28.0,5.0,8.0,0.0,2021.0
